circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,الاتحاد الوطني الحر,الارتقاء,الاصلاح و المصالحة,التحدي,التيار الديمقراطي,الثقافة و العمل,الجبهة الشعبية,الحركة الدستورية,الحزب الجمهوري,العلم,الكرامة,الللقاء الدستوري ,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المعتدلة المستقلة,تونس الزيتونة,تيار المحبة ,حركة الأنفتاح و الوفاء,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الغد,حزب المبادرة,نفزواة أولا,observers
19,5,6,64,3,503,283,581,0,300,300,281,581,0,2,275,1,5,281,0,False,18.20,20.32,25,0,1,0,0,0,2,11,1,0,0,0,3,37,0,0,1,0,0,0,2,169,14,2,0,4,3,حركة النهضة:1  حركة نداء تونس:2  
19,5,6,64,2,503,370,600,0,233,233,367,600,0,3,363,0,4,367,0,False,1835,2025,15,0,4,1,2,0,1,12,1,0,0,1,3,46,0,0,0,1,1,0,4,248,13,3,1,5,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:2  
19,5,6,64,1,503,393,600,1,206,207,393,600,0,0,349,19,25,393,0,False,1820,2115,17,1,0,0,1,3,0,32,0,1,3,2,2,22,0,1,5,2,0,2,11,203,27,1,0,10,3,حركة النهضة:2  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
19,5,5,63,3,482,351,600,1,248,249,351,600,0,0,344,2,5,351,0,False,1815,1944,63,1,0,3,1,0,2,0,1,0,3,1,1,21,0,1,1,1,1,0,1,178,63,0,0,1,0,حركة النهضة:2  حركة نداء تونس:2  الاتحاد الوطني الحر:1  
19,5,5,63,2,484,423,603,1,179,180,423,603,0,0,416,1,6,423,0,False,"18,15","20,12",42,0,2,6,0,0,2,0,0,0,2,1,0,16,1,2,3,1,0,0,4,260,73,1,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
19,5,4,62,3,549,372,600,0,228,228,372,600,0,0,364,3,5,372,0,False,18.24,20.24,10,0,0,1,13,1,1,0,2,0,0,0,1,80,1,1,6,0,1,0,15,217,9,3,0,0,2,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  
19,5,4,62,2,550,429,600,0,171,171,429,600,0,0,422,2,5,429,0,True,18:30,21,5,0,1,2,15,2,1,1,3,1,2,1,1,90,0,0,1,1,0,2,10,258,17,2,0,3,3,الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:2  
19,5,4,62,1,550,420,600,3,178,181,419,600,0,0,365,37,17,419,0,False,18h40,21h30,13,2,0,0,8,6,2,3,1,1,1,0,3,58,2,0,3,1,1,3,16,209,21,2,1,5,3,حركة الشعب:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  
19,5,3,61,4,511,273,600,1,326,327,273,600,0,0,268,1,4,273,0,False,18:30,20:53,9,0,1,0,6,2,8,3,1,1,0,0,4,62,1,0,3,0,0,0,12,142,10,2,0,1,0,حركة النهضة:1  
19,5,3,61,3,514,362,600,1,237,238,362,600,0,0,355,3,4,362,0,False,18:30,21:05,5,0,0,2,7,1,0,1,1,1,1,0,2,94,0,1,1,0,0,0,21,199,15,1,0,2,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
19,5,3,61,2,514,402,600,0,198,198,402,600,0,0,392,2,8,402,0,False,18h50,21h13,3,0,2,2,6,3,7,0,2,0,1,0,0,71,0,0,3,0,2,0,25,238,20,2,1,2,2,المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:2  حزب المبادرة:1  حركة النهضة:1  
19,5,3,61,1,514,379,600,0,223,223,377,600,0,2,343,23,11,377,0,False,18:15,20:40,10,6,0,3,9,4,3,1,2,3,3,4,5,50,1,0,3,1,1,2,28,169,21,3,0,7,4,حركة النهضة:1  التيار الديمقراطي:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  
19,5,2,60,1,581,435,700,1,264,265,435,700,0,0,408,6,21,435,0,False,19:32,,13,2,4,1,3,0,4,8,4,1,2,1,2,95,0,1,5,4,1,1,17,152,57,1,0,27,2,حركة النهضة:1  حزب المبادرة:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
19,5,2,59,3,468,311,600,0,289,289,311,600,0,0,311,0,0,311,0,False,1830,2020,14,4,0,1,3,0,2,2,4,0,0,0,3,91,0,3,3,5,0,2,1,134,26,1,0,10,2,المؤتمر من أجل الجمهورية:2  حركة وفاء:1  حزب المبادرة:1  حركة النهضة:2  
19,5,2,59,2,470,364,600,0,236,236,364,600,236,0,354,8,2,364,0,False,18h30,21h02,7,1,0,3,3,0,6,1,2,0,0,0,2,75,0,1,5,11,1,1,16,157,45,3,0,13,1,حركة وفاء:2  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  حركة الشعب:1  
19,5,2,59,1,470,368,600,0,232,232,368,600,0,0,334,27,7,368,0,False,1900,2113,5,3,3,7,3,1,4,2,4,1,6,1,5,40,3,1,4,10,1,2,4,126,70,2,3,19,4,الجبهة الشعبية:1  المؤتمر من أجل الجمهورية:1  حزب المبادرة:1  حركة النهضة:1  
19,5,1,58,1,256,217,400,0,183,183,217,400,0,0,207,9,1,217,0,False,1830,2010,2,3,1,42,3,0,0,0,3,4,0,0,1,34,0,3,1,2,0,0,2,95,6,1,0,3,1,المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
19,5,1,57,1,276,207,400,0,193,193,207,400,0,0,199,5,3,207,0,False,1800,1930,3,0,1,1,3,0,0,0,0,0,0,1,0,29,0,2,0,2,0,0,35,114,5,1,0,0,2,الاتحاد الوطني الحر:2  الحركة الدستورية:1  حركة النهضة:1  
19,5,1,56,1,502,317,600,1,284,285,315,600,0,2,291,7,17,315,0,False,18h32,22h08,4,2,3,1,4,6,1,5,0,0,3,3,0,20,1,0,7,1,0,0,22,165,32,3,1,4,3,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحركة الدستورية:1  حركة الشعب:1  
19,5,1,55,2,303,143,400,0,257,257,143,400,0,0,140,2,1,143,0,True,18h,19h06,7,5,0,0,3,0,0,7,2,0,0,0,0,9,0,0,1,1,0,0,1,84,17,0,0,2,1,الحركة الدستورية:1  حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
19,5,1,55,1,304,205,400,2,194,196,204,400,0,1,192,3,9,204,0,True,18.00,19.24,2,5,2,0,1,1,0,14,3,2,0,1,2,7,2,3,7,2,0,0,3,99,32,1,1,0,2,الاتحاد الوطني الحر:1  الحركة الدستورية:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة النهضة:1  
19,5,1,54,2,420,219,500,0,281,281,219,500,0,0,214,2,3,219,0,False,19.00,19.35,13,1,2,2,4,0,3,4,2,0,0,0,2,44,1,0,0,0,0,0,43,70,12,0,0,6,5,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة الشعب:1  حركة النهضة:1  حزب المبادرة:1  
19,5,1,54,1,421,294,500,1,205,206,294,500,0,0,285,7,2,294,0,False,1842,2047,8,0,2,11,2,0,3,5,1,0,0,1,2,40,1,1,2,1,0,2,69,101,24,0,1,8,0,الجبهة الشعبية:1  حركة النهضة:1  
19,5,1,53,2,526,382,600,1,217,218,382,600,0,0,375,3,4,382,0,False,18.40,21.39,4,1,2,0,4,0,1,0,1,2,0,0,58,50,1,0,1,1,1,0,6,227,9,1,0,1,4,حركة النهضة:1  
19,5,1,53,1,527,432,600,2,167,169,431,600,0,1,412,7,12,431,0,False,1805,2115,4,1,1,0,3,5,4,2,0,0,1,0,65,50,0,4,2,4,1,0,10,240,6,2,1,5,1,حركة النهضة:1  
19,5,1,52,2,384,256,500,0,244,244,256,500,0,0,251,1,4,256,0,False,18h,19h15,3,1,2,0,0,1,0,0,0,1,0,1,3,14,0,0,0,0,0,0,46,154,18,6,0,0,1,الاتحاد الوطني الحر:1  حركة الشعب:1  الجبهة الشعبية:1  
19,5,1,52,1,385,306,500,0,194,194,306,500,0,0,294,10,2,306,0,False,18h25,20h04,3,1,0,0,0,0,0,1,1,1,0,1,2,10,0,0,4,1,0,1,45,176,36,5,1,4,1,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  
19,5,1,51,4,590,295,700,0,405,405,295,700,0,0,287,2,6,295,0,True,18:20,20:16,51,14,5,3,4,0,9,3,2,0,0,0,0,17,0,2,3,0,0,1,25,96,32,1,0,11,8,حركة الشعب:1  التيار الديمقراطي:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  
19,5,1,51,3,592,418,700,1,281,282,418,700,0,0,405,4,9,418,0,True,18h20,21h51,44,17,10,3,21,0,12,4,2,0,1,0,0,18,1,1,1,1,1,0,33,151,43,7,0,14,20,الاتحاد الوطني الحر:1  التيار الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
19,5,1,51,2,592,478,700,1,221,222,478,700,0,0,451,18,9,478,0,False,18h,21h15,43,15,6,2,16,1,20,10,9,0,3,1,2,23,2,0,4,0,1,2,36,181,29,6,0,27,12,الجبهة الشعبية:1  حركة الشعب:1  حركة النهضة:1  
19,5,1,51,1,592,430,800,0,370,370,430,800,0,0,398,8,24,430,0,False,18h20,21h,34,12,13,6,15,2,19,12,9,3,2,4,1,16,2,3,3,1,5,0,19,130,53,4,2,21,7,حركة الشعب:1  الحركة الدستورية:1  حزب المبادرة:1  حركة النهضة:1  
19,5,1,50,2,413,241,500,0,259,259,241,500,0,0,238,1,2,241,0,False,18:09,19:45,19,7,3,2,2,0,9,3,4,0,1,1,1,19,0,1,2,1,1,1,34,80,36,2,0,7,2,الاتحاد الوطني الحر:1  الحركة الدستورية:1  حركة الشعب:1  حركة النهضة:1  
19,5,1,50,1,413,309,500,0,191,191,309,500,0,0,299,4,6,309,0,False,18:19,20:40,17,5,2,2,1,3,10,8,5,0,1,1,5,15,3,0,5,1,0,0,52,91,44,4,0,20,4,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حزب المبادرة:1  حركة النهضة:1  
19,6,10,81,3,594,362,700,1,337,338,362,700,0,0,354,3,5,362,0,True,1830,2039,40,5,1,4,2,3,18,5,7,1,0,0,0,32,0,0,2,0,0,0,36,135,51,3,0,7,2,الحركة الدستورية:1  حزب المبادرة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  الجبهة الشعبية:1  حركة الشعب:1  التيار الديمقراطي:1  
19,6,10,81,2,596,490,700,0,211,211,490,700,0,1,481,3,5,489,0,False,18,21:45,27,8,2,4,6,5,30,1,3,0,0,0,1,32,1,0,1,0,2,0,84,208,52,5,0,5,4,حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة الشعب:1  
19,6,10,81,1,596,496,700,4,202,206,494,700,0,2,481,7,6,494,0,False,18h52,,25,7,8,2,4,4,21,5,11,1,3,1,1,31,0,0,6,3,1,0,47,185,85,4,0,19,7,الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  الاصلاح و المصالحة:1  نفزواة أولا:1  حركة الشعب:1  حزب المبادرة:1  
19,6,9,80,2,378,245,500,0,255,255,245,500,0,0,243,1,1,245,0,True,18:45,20:05,48,0,0,0,0,1,3,0,2,0,0,1,0,40,0,0,1,1,0,1,42,54,45,0,0,2,2,حركة الشعب:1  حركة النهضة:2  الجبهة الشعبية:1  
19,6,9,80,1,378,310,500,1,190,191,309,500,0,1,294,11,4,309,0,False,18:25,20:35,40,0,1,3,1,2,6,4,6,0,0,1,3,24,2,1,2,6,1,3,73,67,38,3,0,4,3,حركة النهضة:2  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة الشعب:2  
19,6,8,79,1,158,120,200,1,79,80,120,200,0,0,111,8,1,120,0,False,,1947,9,1,0,1,0,0,0,0,1,0,0,0,0,5,0,3,7,0,0,0,57,22,2,1,0,1,1,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  تيار المحبة :1  
19,6,8,78,1,232,153,300,0,147,147,153,300,0,0,145,4,4,153,0,True,18:15,19:45,8,2,0,1,1,5,2,2,0,1,0,2,0,4,0,0,8,1,0,1,11,87,5,2,0,2,0,حركة النهضة:1  حركة الشعب:1  تيار المحبة :1  الاتحاد الوطني الحر:1  
19,6,8,77,1,157,116,200,0,84,84,116,200,0,0,110,5,1,116,0,False,18:30,19:10,13,0,1,1,0,0,1,0,1,2,0,1,0,3,0,1,8,0,0,0,8,62,3,0,0,5,0,حركة النهضة:1  حركة الشعب:1  تيار المحبة :1  حركة نداء تونس:1  
19,6,8,76,1,161,104,200,0,96,96,104,200,0,0,100,2,2,104,0,True,18:20,19,3,1,0,0,0,0,10,0,0,0,0,0,0,3,2,1,7,0,0,0,16,46,11,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  تيار المحبة :1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  
19,6,7,75,2,533,324,600,3,273,276,324,600,0,0,322,0,2,324,0,True,18:15,20:25,10,2,1,8,5,0,10,1,0,0,0,4,1,10,0,2,3,0,0,0,129,121,10,1,0,0,4,حركة النهضة:1  حركة الشعب:1  الجبهة الشعبية:1  
19,6,7,75,1,533,418,600,2,182,2,416,418,182,2,387,21,8,416,0,False,18H30,22H,17,2,0,8,2,1,7,0,2,1,4,19,1,8,0,1,1,2,0,1,131,143,26,1,0,4,5,الاتحاد الوطني الحر:1  حركة الشعب:1  الجبهة الشعبية:1  الحركة الدستورية:1  حركة النهضة:1  
19,6,6,74,2,522,290,600,0,310,310,290,600,0,0,281,6,3,290,0,True,1845,2030,41,4,1,1,1,2,10,1,5,0,1,0,3,43,1,1,0,0,15,2,11,108,25,1,0,1,3,الاتحاد الوطني الحر:1  الحركة الدستورية:1  حركة نداء تونس:1  حركة النهضة:1  
19,6,6,74,1,522,375,600,0,225,225,375,600,0,0,315,26,34,375,0,False,1850,2115,43,2,1,5,1,2,11,7,1,1,3,3,3,27,1,0,4,1,10,2,15,126,28,4,1,11,2,الاتحاد الوطني الحر:1  حركة الشعب:1  حركة النهضة:1  
19,6,5,73,1,568,315,680,0,365,365,315,680,0,0,282,26,7,315,0,True,1820,2110,9,2,1,1,4,3,6,3,3,3,1,3,3,35,2,1,11,2,0,1,16,110,48,3,3,4,4,الللقاء الدستوري :1  حركة نداء تونس:1  حركة النهضة:1  
19,6,5,72,2,340,206,400,0,194,194,206,400,0,0,201,3,2,206,0,True,19h,20h,11,0,7,7,1,0,0,0,2,0,1,0,0,23,2,0,5,0,1,1,63,43,29,3,0,1,1,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  
19,6,5,72,1,341,255,400,0,145,145,255,400,0,0,223,30,2,255,0,False,19.10,21.12,3,2,3,3,1,1,2,2,0,1,1,2,1,15,0,1,9,1,1,1,57,68,34,0,0,10,4,تيار المحبة :1  حركة نداء تونس:2  حركة النهضة:2  
